Timestamp,Question,Predicted_Topic,Answer_Length,Faithfulness,Relevance,Context_Precision,Index_Dir,Index_Integrity_OK,Index_Integrity_Error,Dense_Ready,Dense_Error,Reranker_Ready,Reranker_Error
2026-02-14T08:17:46.181891,โครงสร้างลิงค์ลิสต์แบบทิศทางเดียว,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),551,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-16T10:39:17.144407,การแทนคิวด้วยอาร์เรย์,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),655,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-16T12:35:27.585031,การแทนคิวด้วยวงกลม,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),210,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-17T03:17:09.714978,การแทนคิวด้วยอาร์เรย์,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),172,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-17T03:19:34.816689,การแทนคิวด้วยวงกลม,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),172,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-17T03:20:41.745011,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),531,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-17T03:41:24.783491,วิธีการแทนคิวด้วยอาร์เรย์,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),1769,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-17T03:46:39.810638,การแทนคิวด้วยวงกลม,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),2282,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-17T03:49:17.618454,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),1143,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-17T04:16:55.450448,การแทนคิวด้วยอาร์เรย์,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),628,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-17T04:18:08.088440,การแทนคิวด้วยวงกลม,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),886,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-18T07:23:37.718852,การดำเนินการแทนคิวด้วยอาร์เรย์,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),939,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,False,MemoryError,True,
2026-02-18T07:27:06.073901,การดำเนินการแทนคิวด้วยวงกลม,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),1595,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,False,MemoryError,True,
2026-02-18T07:29:06.840923,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),548,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,False,MemoryError,True,
2026-02-18T07:31:04.299003,โครงสร้างข้อมูลแบบบิตคือ,1.1.1 ความหมายของโครงสร้างข้อมูล (Data Structure),164,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,False,MemoryError,True,
2026-02-18T07:33:15.455066,ความหมายของโครงสร้างข้อมูล,หัวข้อที่ 1: โครงสร้างข้อมูลเบื้องต้น (Introduction to Data Structure),304,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,False,MemoryError,True,
2026-02-18T07:35:28.171773,โครงสร้างแบบเรียงลำดับ,หัวข้อที่ 4: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),148,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,False,MemoryError,True,
2026-02-20T01:35:16.122442,การดำเนินการแทนคิวด้วยอาร์เรย์,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),1962,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-20T01:42:55.466879,การดำเนินการแทนคิวด้วยวงกลม,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),682,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-20T02:06:23.398512,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),1357,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-20T02:38:44.230201,ช่วยอธิบายการกำหนดค่าของข้อมูลในอาร์เรย์,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),149,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-20T02:42:54.252375,ช่วยอธิบายการกำหนดค่าของข้อมูลในอาร์เรย์,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),1041,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-22T19:30:34.494065,การดำเนินการแทนคิวด้วยอาร์เรย์,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),153,0.8,0.9,0.7,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-23T04:58:46.633757,อะไรคืออาร์เรย์ 2 มิติ,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),328,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T10:25:09.389401,การดำเนินการแทนคิวด้วยอาร์เรย์,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),728,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T10:27:20.631681,การดำเนินการแทนคิวด้วยวงกลม,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),665,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T10:40:43.569098,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),1808,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T11:43:58.492868,การดำเนินการแทนคิวด้วยอาร์เรย์,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),511,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T11:48:38.166072,การดำเนินการแทนคิวด้วยวงกลม\,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),906,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T11:50:03.417279,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,หัวข้อที่ 2: อาร์เรย์และลิงค์ลิสต์ (Array and Linked list),1925,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T11:54:26.763909,การดำเนินการแทนคิวด้วยอาร์เรย์,3.3.2 การดำเนินการแทนคิวด้วยอาร์เรย์,381,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T11:55:34.340852,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,542,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T11:55:55.884144,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2.4.2 การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,1761,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T12:09:41.178047,การดำเนินการแทนคิวด้วยอาร์เรย์,3.3.2 การดำเนินการแทนคิวด้วยอาร์เรย์,476,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T12:10:43.858500,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,851,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T12:12:16.863746,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2.4.2 การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,1851,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T12:33:10.894046,การดำเนินการแทนคิวด้วยอาร์เรย์,3.3.2 การดำเนินการแทนคิวด้วยอาร์เรย์,456,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T12:33:31.179071,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,827,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T12:33:50.362528,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2.4.2 การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,1481,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T20:13:24.625577,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,875,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T20:28:22.188106,การดำเนินการแทนคิวด้วยอาร์เรย์,3.3.2 การดำเนินการแทนคิวด้วยอาร์เรย์,960,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T20:30:21.065161,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,550,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T20:31:32.632402,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2.4.2 การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2557,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T20:49:28.930381,การดำเนินการแทนคิวด้วยอาร์เรย์,3.3.2 การดำเนินการแทนคิวด้วยอาร์เรย์,676,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T20:49:47.098960,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,553,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T20:50:23.715701,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2.4.2 การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2521,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T21:15:48.852316,การดำเนินการแทนคิวด้วยอาร์เรย์,3.3.2 การดำเนินการแทนคิวด้วยอาร์เรย์,1003,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T21:17:23.279242,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,833,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T21:19:14.288257,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2.4.2 การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2729,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T21:25:34.623542,การดำเนินการแทนคิวด้วยอาร์เรย์,3.3.2 การดำเนินการแทนคิวด้วยอาร์เรย์,650,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T21:27:20.390550,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,801,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T21:28:03.689720,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2.4.2 การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2373,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T21:37:00.399561,การดำเนินการแทนคิวด้วยอาร์เรย์,3.3.2 การดำเนินการแทนคิวด้วยอาร์เรย์,550,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T21:40:07.481347,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,811,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T21:42:02.748337,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2.4.2 การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,1604,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T21:48:13.746116,การดำเนินการแทนคิวด้วยอาร์เรย์,3.3.2 การดำเนินการแทนคิวด้วยอาร์เรย์,569,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T21:49:40.281279,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,816,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T21:51:06.961673,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2.4.2 การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,1633,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T21:59:04.475911,การดำเนินการแทนคิวด้วยอาร์เรย์,3.3.2 การดำเนินการแทนคิวด้วยอาร์เรย์,581,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:00:56.296454,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,825,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:01:17.904583,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2.4.2 การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,1707,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:10:14.160525,การดำเนินการแทนคิวด้วยอาร์เรย์,3.3.2 การดำเนินการแทนคิวด้วยอาร์เรย์,745,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:12:19.337081,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,803,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:12:47.228485,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2.4.2 การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,792,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:20:15.786905,การดำเนินการแทนคิวด้วยอาร์เรย์,3.3.2 การดำเนินการแทนคิวด้วยอาร์เรย์,538,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:20:54.469249,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,873,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:21:18.032433,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2.4.2 การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2466,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:33:34.883573,การดำเนินการแทนคิวด้วยอาร์เรย์,3.3.2 การดำเนินการแทนคิวด้วยอาร์เรย์,519,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:34:52.823480,การดำเนินการแทนคิวด้วยวงกลม,3.3.3 การดำเนินการแทนคิวด้วยวงกลม,824,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:35:49.739112,การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2.4.2 การทำงานของลิงค์ลิสต์แบบทิศทางเดียว,2064,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:37:18.628541,ความหมายและลักษณะของอาร์เรย์,2.1.1 ความหมายและลักษณะของอาร์เรย์,586,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:37:54.132476,ความหมายและลักษณะของอาร์เรย์,2.1.1 ความหมายและลักษณะของอาร์เรย์,281,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:38:11.851154,ความหมายของอัลกอริทึม (Algorithm),1.1.2 ความหมายของอัลกอริทึม (Algorithm),443,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:38:29.726354,ความสำคัญของการเลือกโครงสร้างข้อมูลที่เหมาะสมกับอัลกอริทึม,1.1.3 ความสำคัญของการเลือกโครงสร้างข้อมูลที่เหมาะสมกับอัลกอริทึม,685,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:38:51.802538,โครงสร้างข้อมูลแบบบิต,หัวข้อที่ 1: โครงสร้างข้อมูลเบื้องต้น (Introduction to Data Structure),88,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:39:20.194279,ประเภทโครงสร้างข้อมูล,1.3.1 ประเภทโครงสร้างข้อมูล,665,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:40:16.939991,เครื่องมือในการพัฒนาอัลกอริทึม,1.1.3 ความสำคัญของการเลือกโครงสร้างข้อมูลที่เหมาะสมกับอัลกอริทึม,147,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:40:38.141727,ความหมายและลักษณะของอาร์เรย์,2.1.1 ความหมายและลักษณะของอาร์เรย์,281,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:40:58.715353,อาร์เรย์ 1 มิติ,2.2.1 อาร์เรย์ 1 มิติ,252,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-25T22:41:21.632895,อาร์เรย์ 2 มิติ,2.2.1 อาร์เรย์ 1 มิติ,1108,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-26T10:24:59.800095,ความหมายของโครงสร้างข้อมูลหน่อย,1.1.1 ความหมายของโครงสร้างข้อมูล (Data Structure),699,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-26T10:27:19.856030,บอกความหมายของอัลกอริทึม,1.1 ความหมายโครงสร้างข้อมูลและอัลกอริทึม,716,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
2026-02-26T10:28:51.381156,ความสำคัญของการเลือกโครงสร้างข้อมูลที่เหมาะสมกับอัลกอริทึม,1.1.3 ความสำคัญของการเลือกโครงสร้างข้อมูลที่เหมาะสมกับอัลกอริทึม,543,0.0,0.0,0.0,C:\Users\Admin\typhoon_rag\indexes,True,,True,,True,
